Project name,Classname,Line,Bugyy code,Fixed code,Type,Ratio (FL),Bug Type,,Fixed,Context,,Th“?ng kˆ,,
83000,Customer,(46-47;46-47),"    public String getCustomerInfo() {
        return String.format(""S? CMND: %d. H? t?n: %s"",
","    public String getCustomerInfo() {
        return String.format(""S? CMND: %d. H? t?n: %s."",
",REPLACE,0.35355338,GEN_STRING,,YES,,,,,
83000,Transaction,(45-47;45-47),"  public String getTransactionSummary() {
    return String.format(""- Ki?u giao d?ch: %s. S? d? ban ??u: $%.2f. "" +
                    ""S? ti?n: $%.2f. S? d? cu?i: $%.2f."",
","  public String getTransactionSummary() {
    return String.format(""- Ki?u giao d?ch: %s. S? d? ban ??u: $%.2f. ""
                    + ""S? ti?n: $%.2f. S? d? cu?i: $%.2f."",
",REPLACE,0.35355338,,,NO,,,,,
83000,SavingsAccount,(11-12;11-12),"      addTransaction(
              new Transaction(Transaction.TYPE_DEPOSIT_CHECKING, money, initialMoney, balance));
","      addTransaction(
              new Transaction(Transaction.TYPE_DEPOSIT_SAVINGS, money, initialMoney, balance));
",REPLACE,0.5,REPLACE_VAR,LINE,YES,,,,,
83000,SavingsAccount,(29-30;29-30),"      addTransaction(
              new Transaction(Transaction.TYPE_WITHDRAW_CHECKING, money, initialMoney, balance));
","      addTransaction(
              new Transaction(Transaction.TYPE_WITHDRAW_SAVINGS, money, initialMoney, balance));
",REPLACE,0.35355338,REPLACE_VAR,LINE,YES,,,,,
83000,CheckingAccount,(23-24;23-24),"      addTransaction(
              new Transaction(Transaction.TYPE_WITHDRAW_SAVINGS, money, initialMoney, balance));
","      addTransaction(
              new Transaction(Transaction.TYPE_WITHDRAW_CHECKING, money, initialMoney, balance));
",REPLACE,0.35355338,REPLACE_AR,LINE,YES,,,,,
83446,Customer,(48-49;48-49),"            if (accountList.get(i).equals(acc)) {
                return ;
","            if (accountList.get(i).equals(acc)) {
                return;
",REPLACE,0.25,,,NO,,,,,
83446,Account,(86-88;86-89),"     */
    public void doWithdrawing(double b) throws InvalidFundingAmountException, InsufficientFundsException {
        if(b < 0) {
","     */
    public void doWithdrawing(double b)
            throws InvalidFundingAmountException, InsufficientFundsException {
        if (b < 0) {
",REPLACE,0.25,,,NO,,,,,
83444,Account,(46-49;46-49),"    public String getTransactionHistory() {
        String res = ""L?ch s? giao d?ch c?a t?i kho?n "" + accountNumber +
                "": n"";
        for(int i = 0; i < transactionList.size(); i++) {
","    public String getTransactionHistory() {
        String res = ""L?ch s? giao d?ch c?a t?i kho?n "" + accountNumber
                + "":n"";
        for (int i = 0; i < transactionList.size(); i++) {
",REPLACE,0.5,GEN_STRING,,YES,,,,,
83444,Account,(50-51;50-51),"            res = res + transactionList.get(i).getTransactionSummary();
            if(i < transactionList.size() - 1) {
","            res = res + transactionList.get(i).getTransactionSummary();
            if (i < transactionList.size() - 1) {
",REPLACE,0.35355338,,,,,,,,
83444,Transaction,(43-44;43-44),"        return ""- Ki?u giao d?ch: "" + getTransactionTypeString()
                + "". S? d? ban ??u: $"" + decimalFormat.format(initialBalance) 
","        return ""- Ki?u giao d?ch: "" + getTransactionTypeString()
                + "". S? d? ban ??u: $"" + decimalFormat.format(initialBalance)
",REPLACE,0.5,,,NO,,,,,
83444,SavingsAccount,(22-24;22-24),"            doDepositing(b);
        } catch(BankException ex) {
            System.out.println(ex.getMess());
","            doDepositing(b);
        } catch (InvalidFundingAmountException ex) {
            System.out.println(ex.getMessage());
",REPLACE,0.5,,,,,,,,
83444,SavingsAccount,(30-31;30-31),"        if (b > 1000 || getBalance() < 5000) {
            return ;
","        if (b > 1000 || getBalance() < 5000) {
            return;
",REPLACE,0.35355338,,,NO,,,,,
83444,SavingsAccount,(34-36;34-36),"            doWithdrawing(b);
        } catch(BankException ex) {
            System.out.println(ex.getMess());
","            doWithdrawing(b);
        } catch (InvalidFundingAmountException | InsufficientFundsException ex) {
            System.out.println(ex.getMessage());
",REPLACE,0.28867513,,,NO,,,,,
83444,BankException,(8-13;7-8),"    public BankException(String mess) {
        this.mess = mess;
    }

    public String getMess() {
        return mess;
","    public BankException(String mess) {
        super(mess);
",REPLACE,0.35355338,INIT_CONSTRUCT,,YES,,,,,
83444,CheckingAccount,(16-18;16-18),"            doDepositing(b);
        } catch(BankException ex) {
            System.out.println(ex.getMess());
","            doDepositing(b);
        } catch (InvalidFundingAmountException ex) {
            System.out.println(ex.getMessage());
",REPLACE,0.28867513,,,,,,,,
83444,CheckingAccount,(25-27;25-27),"            doWithdrawing(b);
        } catch(BankException ex) {
            System.out.println(ex.getMess());
","            doWithdrawing(b);
        } catch (InvalidFundingAmountException | InsufficientFundsException ex) {
            System.out.println(ex.getMessage());
",REPLACE,0.35355338,,,,,,,,
83443,Account,(43-43;42-45),"
","
    /**
     * transaction history.
     */
",INSERT,null,,,NO,,,,,
83443,Account,(44-47;46-49),"    public String getTransactionHistory() {
        String res = ""L?ch s? giao d?ch c?a t?i kho?n "" + accountNumber +
                "": n"";
        for(int i = 0; i < transactionList.size(); i++) {
","    public String getTransactionHistory() {
        String res = ""L?ch s? giao d?ch c?a t?i kho?n "" + accountNumber
                + "":n"";
        for (int i = 0; i < transactionList.size(); i++) {
",REPLACE,0.5,GEN_STRING,,YES,,,,,
83443,Account,(48-49;50-51),"            res = res + transactionList.get(i).getTransactionSummary();
            if(i < transactionList.size() - 1) {
","            res = res + transactionList.get(i).getTransactionSummary();
            if (i < transactionList.size() - 1) {
",REPLACE,0.5,,,NO,,,,,
83443,Account,(59-59;61-64),"
","
    /**
     * check equals.
     */
",INSERT,null,,,NO,,,,,
83443,Account,(75-77;83-92),"
    public void doWithdrawing(double b) throws BankException {
        if (b > maxWithdraw || b > balance || balance - b < minBalance) {
","
    /**
     * do withdraw.
     */
    public void doWithdrawing(double b)
            throws InvalidFundingAmountException, InsufficientFundsException {
        if (b < 0) {
            throw new InvalidFundingAmountException(b);
        }
        if (b > balance) {
",REPLACE,0.5,REPLACE_CODE,,,,,,,
83443,Account,(79-80;94-95),"        }
        transactionList.add(new Transaction(typeAccountToInt + 1, b, balance, balance + b));
","        }
        transactionList.add(new Transaction(typeAccountToInt + 1, b, balance, balance - b));
",REPLACE,0.5,CHANGE_OPERATOR,,YES,,,,,
83443,Bank,(8-8;9-12),"
","
    /**
     * Read Customer List.
     */
",INSERT,null,,,NO,,,,,
83443,Bank,(15-16;19-20),"                x = reader.read();
                if(x == -1) {
","                x = reader.read();
                if (x == -1) {
",REPLACE,0.8528029,,,NO,,,,,
83443,Bank,(29-31;33-34),"                        currentCustomer.addAccount(new SavingsAccount(id, balance));
                    }
                    else {
","                        currentCustomer.addAccount(new SavingsAccount(id, balance));
                    } else {
",REPLACE,0.8528029,,,NO,,,,,
83443,Bank,(33-35;36-37),"                    }
                }
                else {
","                    }
                } else {
",REPLACE,0.8528029,,,NO,,,,,
83443,Bank,(54-54;55-58),"
","
    /**
     * sort customer list by id.
     */
",INSERT,null,,,NO,,,,,
83443,Bank,(66-66;70-73),"
","
    /**
     * sort customer list by name.
     */
",INSERT,null,,,NO,,,,,
83443,Bank,(69-70;76-78),"            for (int j = i + 1; j < customerList.size(); j++) {
                if (customerList.get(i).getFullName().compareTo(customerList.get(j).getFullName()) > 0) {
","            for (int j = i + 1; j < customerList.size(); j++) {
                if (customerList.get(i).getFullName()
                        .compareTo(customerList.get(j).getFullName()) > 0) {
",REPLACE,0.35355338,,,NO,,,,,
83443,Bank,(78-78;86-89),"
","
    /**
     * get customer info.
     */
",INSERT,null,,,NO,,,,,
83443,Bank,(83-84;94-95),"            res = res + customerList.get(i).getCustomerInfo();
            if(i < customerList.size() - 1) {
","            res = res + customerList.get(i).getCustomerInfo();
            if (i < customerList.size() - 1) {
",REPLACE,0.35355338,,,NO,,,,,
83443,Bank,(94-94;105-108),"
","
    /**
     * get customer info.
     */
",INSERT,null,,,NO,,,,,
83443,Bank,(99-100;113-114),"            res = res + customerList.get(i).getCustomerInfo();
            if(i < customerList.size() - 1) {
","            res = res + customerList.get(i).getCustomerInfo();
            if (i < customerList.size() - 1) {
",REPLACE,0.35355338,,,NO,,,,,
83443,Customer,(42-42;42-45),"
","
    /**
     * add acc.
     */
",INSERT,null,,,NO,,,,,
83443,Customer,(43-46;46-49),"    public void addAccount(Account acc) {
        for(int i = 0; i < accountList.size(); i++) {
            if(accountList.get(i).equals(acc)) {
                return ;
","    public void addAccount(Account acc) {
        for (int i = 0; i < accountList.size(); i++) {
            if (accountList.get(i).equals(acc)) {
                return;
",REPLACE,0.8528029,,,NO,,,,,
83443,Customer,(51-51;54-57),"
","
    /**
     * remove acc.
     */
",INSERT,null,,,NO,,,,,
83443,BankException,(10-12;6-8),"
    public String getMess() {
        return mess;
","
    public BankException(String mess) {
        super(mess);
",REPLACE,0.53033006,,,NO,,,,,
83443,Transaction,(23-23;23-26),"
","
    /**
     * create an instance.
     */
",INSERT,null,,,NO,,,,,
83443,Transaction,(34-34;37-40),"
","
    /**
     * get transaction summary.
     */
",INSERT,null,,,NO,,,,,
83443,Transaction,(36-40;42-46),"        DecimalFormat decimalFormat = new DecimalFormat(""0.00"");
        return ""- Ki?u giao d?ch: "" + getTransactionTypeString() +
                "". S? d? ban ??u: $"" + decimalFormat.format(initialBalance) +
                "". S? ti?n: $"" + decimalFormat.format(amount) +
                "". S? d? cu?i: $"" + decimalFormat.format(finalBalance) + ""."";
","        DecimalFormat decimalFormat = new DecimalFormat(""0.00"");
        return ""- Ki?u giao d?ch: "" + getTransactionTypeString()
                + "". S? d? ban ??u: $"" + decimalFormat.format(initialBalance)
                + "". S? ti?n: $"" + decimalFormat.format(amount)
                + "". S? d? cu?i: $"" + decimalFormat.format(finalBalance) + ""."";
",REPLACE,0.5,,,NO,,,,,
83443,SavingsAccount,(2-2;2-5),"
","
    /**
     * create an instance.
     */
",INSERT,null,,,NO,,,,,
83443,SavingsAccount,(20-23;22-24),"            doDepositing(b);
        }
        catch(BankException ex) {
            System.out.println(ex.getMess());
","            doDepositing(b);
        } catch (InvalidFundingAmountException ex) {
            System.out.println(ex.getMessage());
",REPLACE,0.35355338,,,NO,,,,,
83443,SavingsAccount,(28-28;29-32),"    public void withdraw(double b) {
","    public void withdraw(double b) {
        if (b > 1000 || getBalance() < 5000) {
            return;
        }
",INSERT,null,,,,,,,,
83443,SavingsAccount,(30-33;34-36),"            doWithdrawing(b);
        }
        catch(BankException ex) {
            System.out.println(ex.getMess());
","            doWithdrawing(b);
        } catch (InvalidFundingAmountException | InsufficientFundsException ex) {
            System.out.println(ex.getMessage());
",REPLACE,0.35355338,,,,,,,,
83443,CheckingAccount,(16-19;16-18),"            doDepositing(b);
        }
        catch(BankException ex) {
            System.out.println(ex.getMess());
","            doDepositing(b);
        } catch (InvalidFundingAmountException ex) {
            System.out.println(ex.getMessage());
",REPLACE,0.25,,,,,,,,
83443,CheckingAccount,(26-29;25-27),"            doWithdrawing(b);
        }
        catch(BankException ex) {
            System.out.println(ex.getMess());
","            doWithdrawing(b);
        } catch (InvalidFundingAmountException | InsufficientFundsException ex) {
            System.out.println(ex.getMessage());
",REPLACE,0.25,,,,,,,,
83442,Account,(69-70;77-78),"        if (b < 0) {
            throw new InsufficientFundsException(b);
","        if (b < 0) {
            throw new InvalidFundingAmountException(b);
",REPLACE,0.5,,,,,,,,
83442,Account,(75-77;83-89),"
    public void doWithdrawing(double b) throws BankException{
        if (b > maxWithdraw || b > balance || balance - b < minBalance) {
","
    /**
     * do withdraw.
     */
    public void doWithdrawing(double b)
            throws InvalidFundingAmountException, InsufficientFundsException {
        if (b < 0) {
",REPLACE,0.5,,,,,,,,
83442,Account,(79-80;91-95),"        }
        transactionList.add(new Transaction(typeAccountToInt + 1, b, balance, balance + b));
","        }
        if (b > balance) {
            throw new InsufficientFundsException(b);
        }
        transactionList.add(new Transaction(typeAccountToInt + 1, b, balance, balance - b));
",REPLACE,0.5,CHANGE_OPERATOR,,YES,,,,,
83442,Customer,(19-20;19-20),"    public String getCustomerInfo() {
        return ""S? CMND: "" + idNumber + "". H? v? t?n: "" + fullName + ""."";
","    public String getCustomerInfo() {
        return ""S? CMND: "" + idNumber + "". H? t?n: "" + fullName + ""."";
",REPLACE,0.5,GEN_STRING,,YES,,,,,
83442,Transaction,(0-0;0-1),,"import java.text.DecimalFormat;
",INSERT,null,,,NO,,,,,
83442,Transaction,(22-22;23-26),"
","
    /**
     * create an instance.
     */
",INSERT,null,,,NO,,,,,
83442,Transaction,(33-33;37-40),"
","
    /**
     * get transaction summary.
     */
",INSERT,null,,,NO,,,,,
83442,Transaction,(34-38;41-46),"    public String getTransactionSummary() {
        return ""- Ki?u giao d?ch: "" + getTransactionTypeString() +
                "". S? d? ban ??u: $"" + initialBalance +
                "". S? ti?n: $"" + amount +
                "". S? d? cu?i: $"" + finalBalance + ""."";
","    public String getTransactionSummary() {
        DecimalFormat decimalFormat = new DecimalFormat(""0.00"");
        return ""- Ki?u giao d?ch: "" + getTransactionTypeString()
                + "". S? d? ban ??u: $"" + decimalFormat.format(initialBalance)
                + "". S? ti?n: $"" + decimalFormat.format(amount)
                + "". S? d? cu?i: $"" + decimalFormat.format(finalBalance) + ""."";
",REPLACE,0.5,GEN_STRING,,YES,,,,,
